HP:0000002	Abnormality of body height	身高异常
HP:0009121	Abnormal axial skeleton morphology	中轴骨架形态异常
HP:0009122	aplasia/hypoplasia affecting bones of the axial skeleton	中轴骨架骨发育不全
HP:0009123	Mixed hypo- and hyperpigmentation of the skin	皮肤色素减退和色素沉着共存
HP:0009124	Abnormality of adipose tissue	脂肪组织异常
HP:0009125	Lipodystrophy	脂肪营养不良
HP:0009126	Increased adipose tissue	脂肪组织增多
HP:0009127	Abnormality of the musculature of the limbs	四肢肌肉异常
HP:0009128	aplasia/Hypoplasia involving the musculature of the extremities	四肢肌肉发育不全或发育低下
HP:0009129	Upper limb amyotrophy	上肢肌萎缩
HP:0009130	Hand muscle atrophy	肌萎缩
HP:0009131	Abnormality of the musculature of the thorax	胸肌组织的异常
HP:0009132	Abnormal tarsal bone mineral density	跗骨骨密度异常
HP:0009134	Osteolysis involving bones of the feet	脚部骨头溶解
HP:0009136	Duplication involving bones of the feet	脚骨骼重复
HP:0009138	Synostosis involving bones of the lower limbs	累及下肢骨骼的骨性连合
HP:0009139	Osteolysis involving bones of the lower limbs	下肢骨骼骨质溶解
HP:0009140	Synostosis involving bones of the feet	累及脚骨头的骨性愈连合
HP:0009141	Depletion of mitochondrial DNA in muscle tissue	肌肉组织中线粒体DNA消耗
HP:0009142	Duplication of bones involving the upper extremities	上肢骨骼重复
HP:0009144	Supernumerary bones of the axial skeleton	中轴骨附加骨
HP:0009145	Abnormality of cerebral artery	脑动脉异常
HP:0009147	Enlarged epiphysis of the distal phalanx of the 5th finger	小手指末节指骨骨骺膨大
HP:0009148	Small epiphysis of the distal phalanx of the 5th finger	小手指末节指骨小骨骺
HP:0009149	Triangular epiphysis of the distal phalanx of the 5th finger	小指的末节指骨三角形骨骺
HP:0009150	Abnormality of the proximal phalanx of the 5th finger	小手指近节指骨异常
HP:0009152	Abnormality of the epiphyses of the 5th finger	小指骨骺异常
HP:0009153	Abnormality of the epiphysis of the proximal phalanx of the 5th finger	小手指近端指骨骨骺异常
HP:0009154	Triangular epiphysis of the proximal phalanx of the 5th finger	小指的近节指骨三角形骨骺
HP:0009155	Cone-shaped epiphysis of the proximal phalanx of the 5th finger	小手指近节指骨的锥形骨骺
HP:0009157	Ivory epiphysis of the proximal phalanx of the 5th finger	小手指近节指骨乳白色骨骺
HP:0009158	Enlarged epiphysis of the proximal phalanx of the 5th finger	小手指近节指骨骨骺膨大
HP:0009159	Small epiphysis of the proximal phalanx of the 5th finger	小手指近节指骨骨骺小
HP:0009160	Absent epiphysis of the proximal phalanx of the 5th finger	小手指近节指骨骨骺缺失
HP:0009161	aplasia/Hypoplasia of the middle phalanx of the 5th finger	小指中节指骨发育不全或发育低下
HP:0009162	Absent middle phalanx of 5th finger	小手指中节指骨缺失
HP:0009164	Abnormal calcification of the carpal bones	腕骨的钙化异常
HP:0009165	Stippling of the epiphysis of the distal phalanx of the 5th finger	小指末节指骨骨骺点状钙化
HP:0009166	Fragmentation of the epiphysis of the distal phalanx of the 5th finger	小手指末节指骨骨骺碎裂
HP:0009167	Irregular epiphysis of the distal phalanx of the 5th finger	小手指末节指骨骨骺不规则
HP:0009168	Bullet-shaped middle phalanx of the 5th finger	子弹形的小指中节指骨
HP:0009169	Broad middle phalanx of the 5th finger	小指中节指骨变宽
HP:0009170	Osteolytic defects of the middle phalanx of the 5th finger	第五手指中节指骨溶骨性缺陷
HP:0009171	Triangular epiphyses of the metacarpals	掌骨三角形骨骺
HP:0009172	Abnormality of the phalanges of the 4th finger	无名指指骨异常
HP:0009173	Curved middle phalanx of the 5th finger	小手指中节指骨弯曲
HP:0009174	Abnormality of the epiphyses of the 4th finger	无名指骨骺异常
HP:0009175	Patchy sclerosis of the middle phalanx of the 5th finger	第五手指中节指骨斑片状硬化
HP:0009177	Proximal/middle symphalangism of 5th finger	第5指近端/中指关节粘连
HP:0009178	Symphalangism of middle phalanx of 5th finger	小手指中节指关节粘连
HP:0009179	Deviation of the 5th finger	小指偏离
HP:0009180	Ulnar deviation of the 5th finger	小手指向尺侧偏斜
HP:0009182	Triangular shaped middle phalanx of the 5th finger	小指三角形中节指骨
HP:0009183	Joint contracture of the 5th finger	小指关节挛缩
HP:0009184	Contracture of the distal interphalangeal joint of the 5th finger	小指的远端指间关节挛缩
HP:0009185	Contracture of the proximal interphalangeal joint of the 5th finger	小手指的近端指间关节挛缩
HP:0009186	Contracture of the metacarpophalangeal joint of the 5th finger	小手指的掌指关节挛缩
HP:0009187	Bracket epiphysis of the distal phalanx of the 5th finger	小手指末节指骨支架样骨骺
HP:0009188	Pseudoepiphysis of the distal phalanx of the 5th finger	第五手指末节指骨假骺
HP:0009189	Fragmentation of the metacarpal epiphyses	掌骨骨骺碎裂
HP:0009190	Irregular epiphyses of the metacarpals	掌骨骨骺不规则
HP:0009191	Ivory epiphyses of the metacarpals	掌骨乳白色骨骺
HP:0009192	aplasia/Hypoplasia of the proximal phalanx of the 5th finger	小手指的近节指骨发育不全或发育低下
HP:0009193	Pseudoepiphyses of the metacarpals	掌骨假骺
HP:0009194	Small epiphyses of the metacarpals	掌骨小骨骺
HP:0009195	Epiphyseal stippling of the metacarpals	掌骨骨骺点状钙化
HP:0009196	Absent metacarpal epiphyses	掌骨骨骺缺失
HP:0009197	Bracket epiphysis of the proximal phalanx of the 5th finger	小指的近节指骨支架样骨骺
HP:0009198	Abnormality of the epiphysis of the distal phalanx of the 5th finger	小手指的末节指骨骨骺异常
HP:0009199	Irregular epiphysis of the proximal phalanx of the 5th finger	小手指近节指骨骨骺不规则
HP:0009200	Pseudoepiphysis of the proximal phalanx of the 5th finger	第五手指近节指假骺
HP:0009201	Stippling of the epiphysis of the proximal phalanx of the 5th finger	小指近节指骨骨骺点状钙化
HP:0009202	Fragmentation of the epiphysis of the proximal phalanx of the 5th finger	小手指近节指骨骨骺碎裂
HP:0009203	Absent epiphysis of the middle phalanx of the 5th finger	小手指中节指骨骨骺缺失
HP:0009204	Bracket epiphysis of the middle phalanx of the 5th finger	小指中节指骨支架样骨骺
HP:0009205	Cone-shaped epiphysis of the middle phalanx of the 5th finger	小手指中节指骨的锥形骨骺
HP:0009206	Enlarged epiphysis of the middle phalanx of the 5th finger	小手指中节指骨骨骺膨大
HP:0009207	Fragmentation of the epiphysis of the middle phalanx of the 5th finger	小手指中节指骨骨骺碎裂
HP:0009208	Irregular epiphysis of the middle phalanx of the 5th finger	小手指中节指骨骨骺不规则
HP:0009209	Ivory epiphysis of the middle phalanx of the 5th finger	小手指中节指骨乳白色骨骺
HP:0009210	Pseudoepiphysis of the middle phalanx of the 5th finger	第五手指中节指骨假骺
HP:0009211	Small epiphysis of the middle phalanx of the 5th finger	小手指中节指骨骨骺小
HP:0009212	Stippling of the epiphysis of the middle phalanx of the 5th finger	小指中节指骨骨骺点状钙化
HP:0009213	Triangular epiphysis of the middle phalanx of the 5th finger	小指中节指骨三角形骨骺
HP:0009214	Absent epiphysis of the middle phalanx of the 4th finger	无名指中节指骨骨骺缺失
HP:0009215	Bracket epiphysis of the middle phalanx of the 4th finger	无名指中节指骨支架样骨骺
HP:0009216	Cone-shaped epiphysis of the middle phalanx of the 4th finger	无名指中节指骨的锥形骨骺
HP:0009217	Enlarged epiphysis of the middle phalanx of the 4th finger	无名指中节指骨骨骺膨大
HP:0009218	Fragmentation of the epiphysis of the middle phalanx of the 4th finger	无名指中节指骨骨骺碎裂
HP:0009219	Irregular epiphysis of the middle phalanx of the 4th finger	我们指中节指骨骨骺不规则
HP:0009220	Ivory epiphysis of the middle phalanx of the 4th finger	无名指中节指骨乳白色骨骺
HP:0009221	Pseudoepiphysis of the middle phalanx of the 4th finger	第四手指中节指骨假骺
HP:0009222	Small epiphysis of the middle phalanx of the 4th finger	无名指中节指骨小骨骺
HP:0009223	Stippling of the epiphysis of the middle phalanx of the 4th finger	无名指中节指骨骨骺点状钙化
HP:0009224	Triangular epiphysis of the middle phalanx of the 4th finger	无名指中节指骨三角形骨骺
HP:0009225	aplasia of the proximal phalanx of the 5th finger	小手指近节指骨发育不全
HP:0009226	Short proximal phalanx of the 5th finger	第五手指近节指骨短
HP:0009227	Broad proximal phalanx of the 5th finger	小指近节指骨变宽
HP:0009228	Bullet-shaped proximal phalanx of the 5th finger	子弹形的小指近节指骨
HP:0009229	Curved proximal phalanx of the 5th finger	小手指近节指骨弯曲
HP:0009230	Osteolytic defects of the proximal phalanx of the 5th finger	第五手指近节指骨溶骨性缺陷
HP:0009231	Patchy sclerosis of the proximal phalanx of the 5th finger	第五手指近节指骨斑片状硬化
HP:0009232	Symphalangism affecting the proximal phalanx of the 5th finger	小指近节指关节粘连
HP:0009233	Triangular shaped proximal phalanx of the 5th finger	小手指三角形近节指骨
HP:0009234	Symphalangism of the proximal phalanx of the 5th finger with the 5th metatcarpal	小指近端指骨与第五掌骨指关节粘连
HP:0009236	Rhomboid or triangular shaped 5th finger proximal phalanx	第五手指近节指骨菱形或三角形
HP:0009237	Short 5th finger	第5指发育不全或不发育
HP:0009238	aplasia of the 5th finger	小手指发育不全
HP:0009239	aplasia/Hypoplasia of the distal phalanx of the 5th finger	小手指的末节指骨发育不全或发育低下
HP:0009240	Broad distal phalanx of the 5th finger	第五小手指末节指骨变宽
HP:0009241	Bullet-shaped distal phalanx of the 5th finger	子弹形的小指末节指骨
HP:0009242	Osteolytic defects of the distal phalanx of the 5th finger	第五手指末节指骨溶骨性缺陷
HP:0009243	Patchy sclerosis of the distal phalanx of the 5th finger	第五手指末节指骨斑片状硬化
HP:0009244	Distal/middle symphalangism of 5th finger	小指末节/中指关节粘连
HP:0009245	Triangular shaped distal phalanx of the 5th finger	小指末节指骨三角形变
HP:0009246	aplasia of the distal phalanx of the 5th finger	小指（第五指）的末节指骨不发育
HP:0009247	Abnormality of the epiphysis of the middle phalanx of the 4th finger	无名指中节指骨骨骺异常
HP:0009248	Abnormality of the epiphysis of the proximal phalanx of the 4th finger	无名指近端指骨骨骺异常
HP:0009249	Abnormality of the epiphysis of the distal phalanx of the 4th finger	无名指的末节指骨骨骺异常
HP:0009250	Absent epiphysis of the distal phalanx of the 4th finger	无名指的末节指骨骨骺缺失
HP:0009251	Bracket epiphysis of the distal phalanx of the 4th finger	无名指末节指骨括号型骨骺
HP:0009252	Cone-shaped epiphysis of the distal phalanx of the 4th finger	无名指的末节指骨锥形骨骺
HP:0009253	Enlarged epiphysis of the distal phalanx of the 4th finger	无名指末节指骨骨骺膨大
HP:0009254	Fragmentation of the epiphysis of the distal phalanx of the 4th finger	无名指末节指骨骨骺碎裂
HP:0009255	Irregular epiphysis of the distal phalanx of the 4th finger	无名指末节指骨不规则骨骺
HP:0009256	Ivory epiphysis of the distal phalanx of the 4th finger	无名指末节指骨乳白色骨骺
HP:0009257	Pseudoepiphysis of the distal phalanx of the 4th finger	第四手指末节指骨假骨骺
HP:0009258	Small epiphysis of the distal phalanx of the 4th finger	无名指末节指骨小骨骺
HP:0009259	Stippling of the epiphysis of the distal phalanx of the 4th finger	无名指末节指骨骨骺点状钙化
HP:0009260	Triangular epiphysis of the distal phalanx of the 4th finger	无名指的末节指骨三角形骨骺
HP:0009261	Absent epiphysis of the proximal phalanx of the 4th finger	无名指近节指骨骨骺缺失
HP:0009262	Bracket epiphysis of the proximal phalanx of the 4th finger	无名指的近节指骨括号型骨骺
HP:0009263	Cone-shaped epiphysis of the proximal phalanx of the 4th finger	无名指近节指骨的锥形骨骺
HP:0009264	Enlarged epiphysis of the proximal phalanx of the 4th finger	无名指近节指骨骨骺膨大
HP:0009265	Fragmentation of the epiphysis of the proximal phalanx of the 4th finger	无名指近节指骨骨骺碎裂
HP:0009266	Irregular epiphysis of the proximal phalanx of the 4th finger	无名指近节指骨不规则骨骺
HP:0009267	Ivory epiphysis of the proximal phalanx of the 4th finger	无名指近节指骨乳白色骨骺
HP:0009268	Pseudoepiphysis of the proximal phalanx of the 4th finger	第四手指近节指骨假骺
HP:0009269	Small epiphysis of the proximal phalanx of the 4th finger	无名手指近节指骨骨骺小
HP:0009270	Stippling of the epiphysis of the proximal phalanx of the 4th finger	无名指近节指骨骨骺点状钙化
HP:0009271	Triangular epiphysis of the proximal phalanx of the 4th finger	近节指骨三角形骨骺
HP:0009272	aplasia/Hypoplasia of the 4th finger	无名指不发育或发育低下
HP:0009273	Deviation of the 4th finger	无名指偏离
HP:0009274	Joint contracture of the 4th finger	无名指关节挛缩
HP:0009275	Contracture of the distal interphalangeal joint of the 4th finger	无名指的远端指间关节挛缩
HP:0009276	Contracture of the proximal interphalangeal joint of the 4th finger	无名指的近端指间关节挛缩
HP:0009277	Contracture of the metacarpophalangeal joint of the 4th finger	无名指的掌指关节挛缩
HP:0009278	Ulnar deviation of the 4th finger	无名指向尺侧偏斜
HP:0009279	Radial deviation of the 4th finger	第4指向桡侧偏
HP:0009280	Short 4th finger	第四手指中节指骨短
HP:0009281	aplasia of the 4th finger	无名指不发育
HP:0009282	Abnormality of the distal phalanx of the 4th finger	无名指末节指骨异常
HP:0009283	Abnormality of the middle phalanx of the 4th finger	无名指中节指骨异常
HP:0009284	Abnormality of the proximal phalanx of the 4th finger	无名指近节指骨异常
HP:0009285	Curved phalanges of the 4th finger	无名指的指骨弯曲
HP:0009286	Curved distal phalanx of the 4th finger	无名指末节指骨弯曲
HP:0009287	Curved middle phalanx of the 4th finger	无名指中节指骨弯曲
HP:0009288	Curved proximal phalanx of the 4th finger	无名指近节指骨弯曲
HP:0009289	aplasia/Hypoplasia of the distal phalanx of the 4th finger	无名指的末节指骨不发育或发育低下
HP:0009290	Short distal phalanx of the 4th finger	第4指末节指骨短
HP:0009291	aplasia of the distal phalanx of the 4th finger	无名指的末节指骨不发育
HP:0009292	Broad distal phalanx of the 4th finger	无名指末节指骨变宽
HP:0009293	Broad middle phalanx of the 4th finger	无名指中节指骨变宽
HP:0009294	Absent middle phalanx of 4th finger	无名指中节指骨缺失
HP:0009295	Short middle phalanx of the 4th finger	第四手指中节指骨短
HP:0009296	Bullet-shaped middle phalanx of the 4th finger	子弹形的无名指中节指骨
HP:0009297	Osteolytic defects of the middle phalanx of the 4th finger	第四手指中节指骨的溶骨性缺陷
HP:0009298	aplasia of the proximal phalanx of the 4th finger	无名指近节指骨不发育
HP:0009299	aplasia/Hypoplasia of the middle phalanx of the 4th finger	无名指中节指骨不发育或发育低下
HP:0009300	aplasia/Hypoplasia of the proximal phalanx of the 4th finger	第四手无名指的近节指骨不发育或发育低下
HP:0009301	Short proximal phalanx of the 4th finger	第四手指近节指骨短
HP:0009302	Bullet-shaped distal phalanx of the 4th finger	子弹形的无名指末节指骨
